,year_film,year_ceremony,ceremony,name,film,winner,category2
5252,1974,1975,47,"Nino Rota, Carmine Coppola",The Godfather Part II,True,ETC
5256,1974,1975,47,Adaptation Score by Nelson Riddle,The Great Gatsby,True,ETC
5262,1974,1975,47,Music and Lyrics by Al Kasha and Joel Hirschhorn,The Towering Inferno,True,ETC
5266,1974,1975,47,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,True,BEST PICTURE
5269,1974,1975,47,"Will Vinton and Bob Gardiner, Producers",Closed Mondays,True,ETC
5276,1974,1975,47,"Paul Claudon and Edmond Sechan, Producers",One-Eyed Men Are Kings,True,ETC
5281,1974,1975,47,"Ronald Pierce, Melvin Metcalfe, Sr.",Earthquake,True,ETC
5285,1974,1975,47,Robert Towne,Chinatown,True,WRITING
5290,1974,1975,47,"Francis Ford Coppola, Mario Puzo",The Godfather Part II,True,WRITING
5294,1974,1975,47,"Frank Brendel, Glen Robinson, Albert Whitlock",Earthquake,True,ETC
5299,1975,1976,48,Jack Nicholson,One Flew over the Cuckoo's Nest,True,ACTOR
5303,1975,1976,48,George Burns,The Sunshine Boys,True,ACTOR SUPPORTING
5310,1975,1976,48,Louise Fletcher,One Flew over the Cuckoo's Nest,True,ACTRESS
5314,1975,1976,48,Lee Grant,Shampoo,True,ACTRESS SUPPORTING
5318,1975,1976,48,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",Barry Lyndon,True,ETC
5323,1975,1976,48,John Alcott,Barry Lyndon,True,CINEMATOGRAPHY
5328,1975,1976,48,"Ulla-Britt Soderlund, Milena Canonero",Barry Lyndon,True,ETC
5337,1975,1976,48,Milos Forman,One Flew over the Cuckoo's Nest,True,DIRECTING
5341,1975,1976,48,"F. R. Crawley, James Hager and Dale Hartleben, Producers",The Man Who Skied down Everest,True,ETC
5344,1975,1976,48,"Claire Wilbur and Robin Lehman, Producers",The End of the Game,True,ETC
5353,1975,1976,48,Union of Soviet Socialist Republics,Dersu Uzala,True,ETC
5360,1975,1976,48,John Williams,Jaws,True,ETC
5363,1975,1976,48,Adaptation Score by Leonard Rosenman,Barry Lyndon,True,ETC
5367,1975,1976,48,Music and Lyrics by Keith Carradine,Nashville,True,ETC
5375,1975,1976,48,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,True,BEST PICTURE
5376,1975,1976,48,"Bob Godfrey, Producer",Great,True,ETC
5380,1975,1976,48,"Bert Salzman, Producer",Angel and Big Joe,True,ETC
5388,1975,1976,48,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",Jaws,True,ETC
5392,1975,1976,48,Frank Pierson,Dog Day Afternoon,True,WRITING
5397,1975,1976,48,"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest,True,WRITING
5400,1975,1976,48,Peter Berkos,The Hindenburg,True,ETC
5401,1975,1976,48,"Albert Whitlock, Glen Robinson",The Hindenburg,True,ETC
5406,1976,1977,49,Peter Finch,Network,True,ACTOR
5413,1976,1977,49,Jason Robards,All the President's Men,True,ACTOR SUPPORTING
5416,1976,1977,49,Faye Dunaway,Network,True,ACTRESS
5424,1976,1977,49,Beatrice Straight,Network,True,ACTRESS SUPPORTING
5425,1976,1977,49,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,True,ETC
5430,1976,1977,49,Haskell Wexler,Bound for Glory,True,CINEMATOGRAPHY
5436,1976,1977,49,Danilo Donati,Fellini's Casanova,True,ETC
5443,1976,1977,49,John G. Avildsen,Rocky,True,DIRECTING
5445,1976,1977,49,"Barbara Kopple, Producer","Harlan County, U.S.A.",True,ETC
5453,1976,1977,49,"Lynne Littman, Producer",Number Our Days,True,ETC
5460,1976,1977,49,Ivory Coast,Black and White in Color,True,ETC
5466,1976,1977,49,Jerry Goldsmith,The Omen,True,ETC
5470,1976,1977,49,Adaptation Score by Leonard Rosenman,Bound for Glory,True,ETC
5476,1976,1977,49,Music by Barbra Streisand; Lyrics by Paul Williams,A Star Is Born,True,ETC
5481,1976,1977,49,"Irwin Winkler and Robert Chartoff, Producers",Rocky,True,BEST PICTURE
5484,1976,1977,49,"Suzanne Baker, Producer",Leisure,True,ETC
5486,1976,1977,49,"Andre Guttfreund and Peter Werner, Producers",In the Region of Ice,True,ETC
5491,1976,1977,49,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",All the President's Men,True,ETC
5496,1976,1977,49,William Goldman,All the President's Men,True,WRITING
5503,1976,1977,49,Paddy Chayefsky,Network,True,WRITING
5506,1976,1977,49,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",King Kong,True,ETC
5507,1976,1977,49,"L. B. Abbott, Glen Robinson, Matthew Yuricich",Logan's Run,True,ETC
5511,1977,1978,50,Richard Dreyfuss,The Goodbye Girl,True,ACTOR
5517,1977,1978,50,Jason Robards,Julia,True,ACTOR SUPPORTING
5521,1977,1978,50,Diane Keaton,Annie Hall,True,ACTRESS
5527,1977,1978,50,Vanessa Redgrave,Julia,True,ACTRESS SUPPORTING
5532,1977,1978,50,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",Star Wars,True,ETC
5534,1977,1978,50,Vilmos Zsigmond,Close Encounters of the Third Kind,True,CINEMATOGRAPHY
5543,1977,1978,50,John Mollo,Star Wars,True,ETC
5544,1977,1978,50,Woody Allen,Annie Hall,True,DIRECTING
5553,1977,1978,50,"John Korty, Dan McCann and Warren L. Lockhart, Producers",Who Are the DeBolts? And Where Did They Get Nineteen Kids?,True,ETC
5556,1977,1978,50,"John Joseph and Jan Stussy, Producers",Gravity Is My Enemy,True,ETC
5565,1977,1978,50,France,Madame Rosa,True,ETC
5573,1977,1978,50,John Williams,Star Wars,True,ETC
5574,1977,1978,50,Adaptation Score by Jonathan Tunick,A Little Night Music,True,ETC
5581,1977,1978,50,Music and Lyrics by Joseph Brooks,You Light Up My Life,True,ETC
5582,1977,1978,50,"Charles H. Joffe, Producer",Annie Hall,True,BEST PICTURE
5590,1977,1978,50,"Co Hoedeman, Producer",The Sand Castle,True,ETC
5593,1977,1978,50,"Beverly Shaffer and Yuki Yoshida, Producers",I'll Find a Way,True,ETC
5599,1977,1978,50,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",Star Wars,True,ETC
5602,1977,1978,50,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",Star Wars,True,ETC
5605,1977,1978,50,Alvin Sargent,Julia,True,WRITING
5608,1977,1978,50,"Woody Allen, Marshall Brickman",Annie Hall,True,WRITING
5614,1977,1978,50,Frank E. Warner,Close Encounters of the Third Kind,True,ETC
5622,1978,1979,51,Jon Voight,Coming Home,True,ACTOR
5626,1978,1979,51,Christopher Walken,The Deer Hunter,True,ACTOR SUPPORTING
5631,1978,1979,51,Jane Fonda,Coming Home,True,ACTRESS
5635,1978,1979,51,Maggie Smith,California Suite,True,ACTRESS SUPPORTING
5640,1978,1979,51,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",Heaven Can Wait,True,ETC
5643,1978,1979,51,Nestor Almendros,Days of Heaven,True,CINEMATOGRAPHY
5650,1978,1979,51,Anthony Powell,Death on the Nile,True,ETC
5654,1978,1979,51,Michael Cimino,The Deer Hunter,True,DIRECTING
5661,1978,1979,51,"Arnold Shapiro, Producer",Scared Straight!,True,ETC
5665,1978,1979,51,"Jacqueline Phillips Shedd and Ben Shedd, Producers",The Flight of the Gossamer Condor,True,ETC
5673,1978,1979,51,France,Get Out Your Handkerchiefs,True,ETC
5678,1978,1979,51,Joe Renzetti,The Buddy Holly Story,True,ETC
5684,1978,1979,51,Giorgio Moroder,Midnight Express,True,ETC
5687,1978,1979,51,Music and Lyrics by Paul Jabara,Thank God It's Friday,True,ETC
5692,1978,1979,51,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,True,BEST PICTURE
5698,1978,1979,51,"Eunice Macaulay and John Weldon, Producers",Special Delivery,True,ETC
5702,1978,1979,51,"Taylor Hackford, Producer",Teenage Father,True,ETC
5705,1978,1979,51,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,True,ETC
5711,1978,1979,51,Oliver Stone,Midnight Express,True,WRITING
5714,1978,1979,51,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,True,WRITING
5718,1978,1979,51,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",Superman,True,ETC
5724,1979,1980,52,Dustin Hoffman,Kramer vs. Kramer,True,ACTOR
5729,1979,1980,52,Melvyn Douglas,Being There,True,ACTOR SUPPORTING
5735,1979,1980,52,Sally Field,Norma Rae,True,ACTRESS
5743,1979,1980,52,Meryl Streep,Kramer vs. Kramer,True,ACTRESS SUPPORTING
5745,1979,1980,52,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,True,ETC
5750,1979,1980,52,Vittorio Storaro,Apocalypse Now,True,CINEMATOGRAPHY
5755,1979,1980,52,Albert Wolsky,All That Jazz,True,ETC
5762,1979,1980,52,Robert Benton,Kramer vs. Kramer,True,DIRECTING
5764,1979,1980,52,"Ira Wohl, Producer",Best Boy,True,ETC
5772,1979,1980,52,"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,True,ETC
5782,1979,1980,52,Federal Republic of Germany,The Tin Drum,True,ETC
5786,1979,1980,52,Georges Delerue,A Little Romance,True,ETC
5789,1979,1980,52,Adaptation Score by Ralph Burns,All That Jazz,True,ETC
5793,1979,1980,52,Music by David Shire; Lyric by Norman Gimbel,Norma Rae,True,ETC
5800,1979,1980,52,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,True,BEST PICTURE
5803,1979,1980,52,"Derek Lamb, Producer",Every Child,True,ETC
5805,1979,1980,52,"Sarah Pillsbury and Ron Ellis, Producers",Board and Care,True,ETC
5810,1979,1980,52,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",Apocalypse Now,True,ETC
5815,1979,1980,52,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",Alien,True,ETC
5821,1979,1980,52,Robert Benton,Kramer vs. Kramer,True,WRITING
5827,1979,1980,52,Steve Tesich,Breaking Away,True,WRITING
5830,1979,1980,52,Alan Splet,The Black Stallion,True,ETC
5835,1980,1981,53,Robert De Niro,Raging Bull,True,ACTOR
5841,1980,1981,53,Timothy Hutton,Ordinary People,True,ACTOR SUPPORTING
5849,1980,1981,53,Sissy Spacek,Coal Miner's Daughter,True,ACTRESS
5854,1980,1981,53,Mary Steenburgen,Melvin and Howard,True,ACTRESS SUPPORTING
5859,1980,1981,53,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,True,ETC
5864,1980,1981,53,"Geoffrey Unsworth, Ghislain Cloquet",Tess,True,CINEMATOGRAPHY
5868,1980,1981,53,Anthony Powell,Tess,True,ETC
5871,1980,1981,53,Robert Redford,Ordinary People,True,DIRECTING
5877,1980,1981,53,"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,True,ETC
5883,1980,1981,53,"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,True,ETC
5893,1980,1981,53,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,True,ETC
5898,1980,1981,53,Michael Gore,Fame,True,ETC
5900,1980,1981,53,Music by Michael Gore; Lyric by Dean Pitchford,Fame,True,ETC
5907,1980,1981,53,"Ronald L. Schwary, Producer",Ordinary People,True,BEST PICTURE
5911,1980,1981,53,"Ferenc Rofusz, Producer",The Fly,True,ETC
5913,1980,1981,53,"Lloyd Phillips, Producer",The Dollar Bottom,True,ETC
5918,1980,1981,53,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,True,ETC
5924,1980,1981,53,Alvin Sargent,Ordinary People,True,WRITING
5928,1980,1981,53,Bo Goldman,Melvin and Howard,True,WRITING
5931,1980,1981,53,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,True,ETC
5934,1981,1982,54,Henry Fonda,On Golden Pond,True,ACTOR
5939,1981,1982,54,John Gielgud,Arthur,True,ACTOR SUPPORTING
5943,1981,1982,54,Katharine Hepburn,On Golden Pond,True,ACTRESS
5952,1981,1982,54,Maureen Stapleton,Reds,True,ACTRESS SUPPORTING
5956,1981,1982,54,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,True,ETC
5962,1981,1982,54,Vittorio Storaro,Reds,True,CINEMATOGRAPHY
5963,1981,1982,54,Milena Canonero,Chariots of Fire,True,ETC
5972,1981,1982,54,Warren Beatty,Reds,True,DIRECTING
5977,1981,1982,54,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,True,ETC
5979,1981,1982,54,"Nigel Noble, Producer",Close Harmony,True,ETC
5990,1981,1982,54,Hungary,Mephisto,True,ETC
5993,1981,1982,54,Rick Baker,An American Werewolf in London,True,ETC
5995,1981,1982,54,Vangelis,Chariots of Fire,True,ETC
6000,1981,1982,54,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,True,ETC
6006,1981,1982,54,"David Puttnam, Producer",Chariots of Fire,True,BEST PICTURE
6010,1981,1982,54,"Frédéric Back, Producer",Crac,True,ETC
6015,1981,1982,54,"Paul Kemp and Shelley Levinson, Producers",Violet,True,ETC
6019,1981,1982,54,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",Raiders of the Lost Ark,True,ETC
6022,1981,1982,54,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Raiders of the Lost Ark,True,ETC
6024,1981,1982,54,Ernest Thompson,On Golden Pond,True,WRITING
6031,1981,1982,54,Colin Welland,Chariots of Fire,True,WRITING
6033,1981,1982,54,"Ben Burtt, Richard L. Anderson",Raiders of the Lost Ark,True,ETC
6038,1982,1983,55,Ben Kingsley,Gandhi,True,ACTOR
6043,1982,1983,55,"Louis Gossett, Jr.",An Officer and a Gentleman,True,ACTOR SUPPORTING
6050,1982,1983,55,Meryl Streep,Sophie's Choice,True,ACTRESS
6054,1982,1983,55,Jessica Lange,Tootsie,True,ACTRESS SUPPORTING
6059,1982,1983,55,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",Gandhi,True,ETC
6064,1982,1983,55,"Billy Williams, Ronnie Taylor",Gandhi,True,CINEMATOGRAPHY
6067,1982,1983,55,"John Mollo, Bhanu Athaiya",Gandhi,True,ETC
6074,1982,1983,55,Richard Attenborough,Gandhi,True,DIRECTING
6080,1982,1983,55,"John Zaritsky, Producer",Just Another Missing Kid,True,ETC
6083,1982,1983,55,"Edward Le Lorrain and Terri Nash, Producers",If You Love This Planet,True,ETC
6096,1982,1983,55,Spain,Volver a Empezar ('To Begin Again'),True,ETC
6098,1982,1983,55,"Sarah Monzani, Michèle Burke",Quest for Fire,True,ETC
6099,1982,1983,55,John Williams,E.T. The Extra-Terrestrial,True,ETC
6106,1982,1983,55,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,True,ETC
6111,1982,1983,55,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,True,ETC
6113,1982,1983,55,"Richard Attenborough, Producer",Gandhi,True,BEST PICTURE
6119,1982,1983,55,"Zbigniew Rybczynski, Producer",Tango,True,ETC
6121,1982,1983,55,"Christine Oestreicher, Producer",A Shocking Accident,True,ETC
6126,1982,1983,55,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",E.T. The Extra-Terrestrial,True,ETC
6131,1982,1983,55,"Charles L. Campbell, Ben Burtt",E.T. The Extra-Terrestrial,True,ETC
6134,1982,1983,55,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",E.T. The Extra-Terrestrial,True,ETC
6137,1982,1983,55,"Costa-Gavras, Donald Stewart",Missing,True,WRITING
6143,1982,1983,55,John Briley,Gandhi,True,WRITING
6151,1983,1984,56,Robert Duvall,Tender Mercies,True,ACTOR
6155,1983,1984,56,Jack Nicholson,Terms of Endearment,True,ACTOR SUPPORTING
6159,1983,1984,56,Shirley MacLaine,Terms of Endearment,True,ACTRESS
6165,1983,1984,56,Linda Hunt,The Year of Living Dangerously,True,ACTRESS SUPPORTING
6168,1983,1984,56,Anna Asp,Fanny & Alexander,True,ETC
6173,1983,1984,56,Sven Nykvist,Fanny & Alexander,True,CINEMATOGRAPHY
6179,1983,1984,56,Marik Vos,Fanny & Alexander,True,ETC
6187,1983,1984,56,James L. Brooks,Terms of Endearment,True,DIRECTING
6190,1983,1984,56,"Emile Ardolino, Producer",He Makes Me Feel Like Dancin',True,ETC
6193,1983,1984,56,"Cynthia Scott and Adam Symansky, Producers",Flamenco at 5:15,True,ETC
6205,1983,1984,56,Sweden,Fanny & Alexander,True,ETC
6210,1983,1984,56,Bill Conti,The Right Stuff,True,ETC
6215,1983,1984,56,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",Yentl,True,ETC
6216,1983,1984,56,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,Flashdance,True,ETC
6225,1983,1984,56,"James L. Brooks, Producer",Terms of Endearment,True,BEST PICTURE
6228,1983,1984,56,"Jimmy Picker, Producer",Sundae in New York,True,ETC
6229,1983,1984,56,"Janice L. Platt, Producer",Boys and Girls,True,ETC
6234,1983,1984,56,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",The Right Stuff,True,ETC
6238,1983,1984,56,Jay Boekelheide,The Right Stuff,True,ETC
6243,1983,1984,56,James L. Brooks,Terms of Endearment,True,WRITING
6247,1983,1984,56,Horton Foote,Tender Mercies,True,WRITING
6249,1983,1984,56,"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",Return of the Jedi,True,ETC
6252,1984,1985,57,F. Murray Abraham,Amadeus,True,ACTOR
6260,1984,1985,57,Haing S. Ngor,The Killing Fields,True,ACTOR SUPPORTING
6263,1984,1985,57,Sally Field,Places in the Heart,True,ACTRESS
6267,1984,1985,57,Peggy Ashcroft,A Passage to India,True,ACTRESS SUPPORTING
6272,1984,1985,57,Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny,Amadeus,True,ETC
6278,1984,1985,57,Chris Menges,The Killing Fields,True,CINEMATOGRAPHY
6282,1984,1985,57,Theodor Pistek,Amadeus,True,ETC
6287,1984,1985,57,Milos Forman,Amadeus,True,DIRECTING
6296,1984,1985,57,"Robert Epstein and Richard Schmiechen, Producers",The Times of Harvey Milk,True,ETC
6301,1984,1985,57,"Marjorie Hunt and Paul Wagner, Producers",The Stone Carvers,True,ETC
6309,1984,1985,57,Switzerland,Dangerous Moves,True,ETC
6312,1984,1985,57,"Paul LeBlanc, Dick Smith",Amadeus,True,ETC
6317,1984,1985,57,Maurice Jarre,A Passage to India,True,ETC
6321,1984,1985,57,Prince,Purple Rain,True,ETC
6326,1984,1985,57,Music and Lyric by Stevie Wonder,The Woman in Red,True,ETC
6328,1984,1985,57,"Saul Zaentz, Producer",Amadeus,True,BEST PICTURE
6333,1984,1985,57,"Jon Minnis, Producer",Charade,True,ETC
6338,1984,1985,57,"Mike Hoover, Producer",Up,True,ETC
6339,1984,1985,57,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",Amadeus,True,ETC
6345,1984,1985,57,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",Indiana Jones and the Temple of Doom,True,ETC
6347,1984,1985,57,Peter Shaffer,Amadeus,True,WRITING
6355,1984,1985,57,Robert Benton,Places in the Heart,True,WRITING
6357,1984,1985,57,Kay Rose,The River,True,ETC
6363,1985,1986,58,William Hurt,Kiss of the Spider Woman,True,ACTOR
6366,1985,1986,58,Don Ameche,Cocoon,True,ACTOR SUPPORTING
6374,1985,1986,58,Geraldine Page,The Trip to Bountiful,True,ACTRESS
6377,1985,1986,58,Anjelica Huston,Prizzi's Honor,True,ACTRESS SUPPORTING
6383,1985,1986,58,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,True,ETC
6388,1985,1986,58,David Watkin,Out of Africa,True,CINEMATOGRAPHY
6395,1985,1986,58,Emi Wada,Ran,True,ETC
6397,1985,1986,58,Sydney Pollack,Out of Africa,True,DIRECTING
6401,1985,1986,58,"Maria Florio and Victoria Mudd, Producers",Broken Rainbow,True,ETC
6409,1985,1986,58,"David Goodman, Producer",Witness to War: Dr. Charlie Clements,True,ETC
6418,1985,1986,58,Argentina,The Official Story,True,ETC
6422,1985,1986,58,"Michael Westmore, Zoltan Elek",Mask,True,ETC
6426,1985,1986,58,John Barry,Out of Africa,True,ETC
6431,1985,1986,58,Music and Lyric by Lionel Richie,White Nights,True,ETC
6436,1985,1986,58,"Sydney Pollack, Producer",Out of Africa,True,BEST PICTURE
6439,1985,1986,58,"Cilia Van Dijk, Producer",Anna & Bella,True,ETC
6443,1985,1986,58,"Jeff Brown and Chris Pelzer, Producers",Molly's Pilgrim,True,ETC
6448,1985,1986,58,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,True,ETC
6450,1985,1986,58,"Charles L. Campbell, Robert Rutledge",Back to the Future,True,ETC
6453,1985,1986,58,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,True,ETC
6458,1985,1986,58,Kurt Luedtke,Out of Africa,True,WRITING
6465,1985,1986,58,"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,True,WRITING
6472,1986,1987,59,Paul Newman,The Color of Money,True,ACTOR
6475,1986,1987,59,Michael Caine,Hannah and Her Sisters,True,ACTOR SUPPORTING
6480,1986,1987,59,Marlee Matlin,Children of a Lesser God,True,ACTRESS
6488,1986,1987,59,Dianne Wiest,Hannah and Her Sisters,True,ACTRESS SUPPORTING
6493,1986,1987,59,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,True,ETC
6494,1986,1987,59,Chris Menges,The Mission,True,CINEMATOGRAPHY
6503,1986,1987,59,"Jenny Beavan, John Bright",A Room with a View,True,ETC
6507,1986,1987,59,Oliver Stone,Platoon,True,DIRECTING
6509,1986,1987,59,"Brigitte Berman, Producer",Artie Shaw: Time Is All You've Got,True,ETC
6511,1986,1987,59,"Joseph Feury and Milton Justice, Producers",Down and Out in America,True,ETC
6518,1986,1987,59,"Vivienne Verdon-Roe, Producer","Women--for America, for the World",True,ETC
6524,1986,1987,59,The Netherlands,The Assault,True,ETC
6530,1986,1987,59,"Chris Walas, Stephan Dupuis",The Fly,True,ETC
6535,1986,1987,59,Herbie Hancock,'Round Midnight,True,ETC
6541,1986,1987,59,Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,True,ETC
6545,1986,1987,59,"Arnold Kopelson, Producer",Platoon,True,BEST PICTURE
6548,1986,1987,59,"Linda Van Tulden and Willem Thijssen, Producers",A Greek Tragedy,True,ETC
6552,1986,1987,59,"Chuck Workman, Producer",Precious Images,True,ETC
6555,1986,1987,59,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,True,ETC
6558,1986,1987,59,Don Sharpe,Aliens,True,ETC
6561,1986,1987,59,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,True,ETC
6567,1986,1987,59,Ruth Prawer Jhabvala,A Room with a View,True,WRITING
6570,1986,1987,59,Woody Allen,Hannah and Her Sisters,True,WRITING
6576,1987,1988,60,Michael Douglas,Wall Street,True,ACTOR
6582,1987,1988,60,Sean Connery,The Untouchables,True,ACTOR SUPPORTING
6586,1987,1988,60,Cher,Moonstruck,True,ACTRESS
6593,1987,1988,60,Olympia Dukakis,Moonstruck,True,ACTRESS SUPPORTING
6598,1987,1988,60,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,True,ETC
6604,1987,1988,60,Vittorio Storaro,The Last Emperor,True,CINEMATOGRAPHY
6608,1987,1988,60,James Acheson,The Last Emperor,True,ETC
6613,1987,1988,60,Bernardo Bertolucci,The Last Emperor,True,DIRECTING
6620,1987,1988,60,"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,True,ETC
6625,1987,1988,60,"Sue Marx and Pamela Conn, Producers",Young at Heart,True,ETC
6632,1987,1988,60,Denmark,Babette's Feast,True,ETC
6637,1987,1988,60,Rick Baker,Harry and the Hendersons,True,ETC
6640,1987,1988,60,"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,True,ETC
6644,1987,1988,60,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,True,ETC
6651,1987,1988,60,"Jeremy Thomas, Producer",The Last Emperor,True,BEST PICTURE
6654,1987,1988,60,"Frédéric Back, Producer",The Man Who Planted Trees,True,ETC
6657,1987,1988,60,"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,True,ETC
6660,1987,1988,60,"Bill Rowe, Ivan Sharrock",The Last Emperor,True,ETC
6664,1987,1988,60,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,True,ETC
6669,1987,1988,60,"Mark Peploe, Bernardo Bertolucci",The Last Emperor,True,WRITING
6674,1987,1988,60,John Patrick Shanley,Moonstruck,True,WRITING
6676,1987,1988,60,"Stephen Flick, John Pospisil",RoboCop,True,ETC
6680,1988,1989,61,Dustin Hoffman,Rain Man,True,ACTOR
6684,1988,1989,61,Kevin Kline,A Fish Called Wanda,True,ACTOR SUPPORTING
6689,1988,1989,61,Jodie Foster,The Accused,True,ACTRESS
6694,1988,1989,61,Geena Davis,The Accidental Tourist,True,ACTRESS SUPPORTING
6699,1988,1989,61,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,True,ETC
6703,1988,1989,61,Peter Biziou,Mississippi Burning,True,CINEMATOGRAPHY
6709,1988,1989,61,James Acheson,Dangerous Liaisons,True,ETC
6716,1988,1989,61,Barry Levinson,Rain Man,True,DIRECTING
6719,1988,1989,61,"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,True,ETC
6727,1988,1989,61,"William Guttentag and Malcolm Clarke, Producers",You Don't Have to Die,True,ETC
6735,1988,1989,61,Denmark,Pelle the Conqueror,True,ETC
6738,1988,1989,61,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,True,ETC
6744,1988,1989,61,Dave Grusin,The Milagro Beanfield War,True,ETC
6747,1988,1989,61,Music and Lyric by Carly Simon,Working Girl,True,ETC
6752,1988,1989,61,"Mark Johnson, Producer",Rain Man,True,BEST PICTURE
6756,1988,1989,61,"John Lasseter, William Reeves",Tin Toy,True,ETC
6757,1988,1989,61,"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,True,ETC
6760,1988,1989,61,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,True,ETC
6766,1988,1989,61,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,True,ETC
6769,1988,1989,61,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,True,ETC
6772,1988,1989,61,Christopher Hampton,Dangerous Liaisons,True,WRITING
6779,1988,1989,61,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,True,WRITING
6786,1989,1990,62,Daniel Day Lewis,My Left Foot,True,ACTOR
6793,1989,1990,62,Denzel Washington,Glory,True,ACTOR SUPPORTING
